word	phonetic	chinese	english
museum	mju:'ziәm	n. 博物馆	n. a depository for collecting and displaying objects having scientific or historical or artistic value
mushroom	'mʌʃrum	n. 蘑菇形物, 蘑菇, 暴发户；vi. 迅速生长, 迅速增加, 采蘑菇；a. 蘑菇形的, 迅速生长的	n. common name for an edible agaric (contrasting with the inedible toadstool) / n. mushrooms and related fleshy fungi (including toadstools, puffballs, morels, coral fungi, etc.) / n. any of various fleshy fungi of the subdivision Basidiomycota consisting of a cap at the end of a stem arising from an underground mycelium
music	'mju:zik	n. 音乐, 乐曲	n. an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner / n. any agreeable (pleasing and harmonious) sounds / n. musical activity (singing or whistling etc.)
musical	'mju:zikl	n. 音乐片, 音乐舞台剧；a. 音乐的, 声音美妙的, 喜爱音乐的	n. a play or film whose action and dialogue is interspersed with singing and dancing / a. characterized by or capable of producing music / a. talented in or devoted to music
musician	mju:'ziʃәn	n. 音乐家, 乐师, 作曲家	n. someone who plays a musical instrument (as a profession) / n. artist who composes or conducts music as a profession
Muslim	'mjzlim; (?@) 'mʌzlem	n. 伊斯兰教, 伊斯兰教教徒	n. a believer in or follower of Islam / a. of or relating to or supporting Islamism
must	mʌst	n. 必须, 未发酵葡萄汁, 绝对必要的事物；aux. 必须	n. a necessary or essential thing / n. grape juice before or during fermentation / s. highly recommended
mustard	'mʌstәd	n. 芥末, 芥菜, 强烈的兴趣；芥子; 芥属植物	n. any of several cruciferous plants of the genus Brassica / n. pungent powder or paste prepared from ground mustard seeds / n. leaves eaten as cooked greens
mutter	'mʌtә	n. 喃喃低语；vi. 喃喃自语, 作低沉声；vt. 出怨言, 抱怨地说	n. a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech
mutual	'mju:tʃuәl	a. 相互的, 共有的；相互的	s common to or shared by two or more parties / a concerning each of two or more persons or things; especially given or done in return
mutually	'mju:tʃuәli	adv. 互相地, 互助	r. in a mutual or shared manner
my	mai	pron. 我的；迈尔(热容单位)	a. Of or belonging to me; -- used always attributively; as, my / body; my book; -- mine is used in the predicate; as, the book is mine. / See Mine.
myriad	'miriәd	n. 无数, 无数的人(或物)；a. 无数的, 种种的	n. a large indefinite number
myself	mai'self	pron. 我自己, 我亲自, 我独自	pron. I or me in person; -- used for emphasis, my own self or / person; as I myself will do it; I have done it myself; -- used also / instead of me, as the object of the first person of a reflexive verb
mysterious	mis'tiәriәs	a. 神秘的, 难解的, 不可思议的	s. having an import not apparent to the senses nor obvious to the intelligence; beyond ordinary understanding
mystery	'mistәri	n. 秘密, 神秘, 奥秘	n. something that baffles understanding and cannot be explained / n. a story about a crime (usually murder) presented as a novel or play or movie
myth	miθ	n. 神话, 虚构的事, 虚构的人	n. a traditional story accepted as history; serves to explain the world view of a people
n't	nt	adv. 不	
nail	neil	n. 钉子, 指甲；vt. 用钉钉牢, 使固定, 截住, 揭露	n. horny plate covering and protecting part of the dorsal surface of the digits / n. a thin pointed piece of metal that is hammered into materials as a fastener / n. a former unit of length for cloth equal to 1/16 of a yard
naive	nɑ:'i:v	a. 天真的, 纯真的, 幼稚的	a. marked by or showing unaffected simplicity and lack of guile or worldly experience / s. inexperienced
naked	'neikid	a. 裸体的, 无装饰的, 无保护的, 赤贫的；裸露的	s. having no protecting or concealing cover / s. (of the eye or ear e.g.) without the aid of an optical or acoustical device or instrument / s. devoid of elaboration or diminution or concealment; bare and pure
name	neim	n. 名字, 名称, 姓名, 名义, 名誉, 文件名；vt. 命名, 称呼, 任命, 提名, 列举；a. 姓名的, 据以取名的	n. a language unit by which a person or thing is known / n. a person's reputation / n. family based on male descent
namely	'neimli	adv. 即, 就是, 换句话说	r. as follows
nap	næp	n. 小睡, 稍睡, 细毛, 孤注一掷；vi. 小睡, 疏忽；vt. 使拉毛, 打盹度过, 预测...为获胜马	n. a soft or fuzzy surface texture / n. sleeping for a short period of time (usually not in bed) / v. take a siesta
napkin	'næpkin	n. 餐巾, 餐巾纸, 尿布	n. a small piece of table linen that is used to wipe the mouth and to cover the lap in order to protect clothing
narrative	'nærәtiv	n. 叙述, 故事；a. 叙述的, 叙事的, 故事体的	n. a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program / s. consisting of or characterized by the telling of a story
narrator		n. 讲述者, 叙述者；陈述者, 叙述者	n. someone who tells a story
narrow	'nærәu	n. 狭窄部分, 隘路；a. 狭窄的, 仔细的, 有限的, 勉强的, 狭隘的, 手紧的；vi. 变窄	n. a narrow strait connecting two bodies of water / v. make or become more narrow or restricted / a. not wide
nasal	'neizl	a. 鼻的, 鼻声的, 尖锐的；n. 鼻音, 鼻音字	n. an elongated rectangular bone that forms the bridge of the nose
nasty	'nɑ:sti	a. 污秽的, 下流的, 险恶的	a. offensive or even (of persons) malicious / s. exasperatingly difficult to handle or circumvent
nation	'neiʃәn	n. 国家, 民族；民族, 国家	n. the people who live in a nation or country / n. United States prohibitionist who raided saloons and destroyed bottles of liquor with a hatchet (1846-1911) / n. a federation of tribes (especially Native American tribes)
national	'næʃәnәl	a. 国家的, 国立的, 全国性的, 民族的；全国性的, 国家的, 国民的	n. a person who owes allegiance to that nation / a. of or relating to or belonging to a nation or country / a. limited to or in the interests of a particular nation
nationalism	'næʃәnәlizm	n. 民族主义, 民族特性	n. the doctrine that your national culture and interests are superior to any other / n. the aspiration for national independence felt by people under foreign domination / n. the doctrine that nations should act independently (rather than collectively) to attain their goals
nationalist	'næʃәnәlist	n. 国家主义者, 民族主义者	n. an advocate of national independence of or a strong national government / s. devotion to the interests or culture of a particular nation including promoting the interests of one country over those of others
nationality	.næʃә'nælәti	n. 国籍, 国家, 民族性；国家, 民族, 国民	n. people having common origins or traditions and often comprising a nation / n. the status of belonging to a particular nation by birth or naturalization
nationally	'næʃәnәli	adv. 作为整个民族, 举国一致地, 全国性地	r. with regard to a nation taken as a whole / r. extending throughout an entire nation
nationwide	'neiʃәnwaid	a. 全国性的；全国的, 全国范围的	s occurring or extending throughout a country or nation / r extending throughout an entire nation
native	'neitiv	n. 本地人, 土产, 当地人；a. 本国的, 与生俱来的, 自然的	n. an indigenous person who was born in a particular place / n. a person born in a particular place or country / n. indigenous plants and animals
natural	'nætʃәrәl	n. 白痴；a. 自然的, 自然界的, 本能的, 天然的, 物质的, 正常的, 原始的, 自然数的	n. someone regarded as certain to succeed / n. a notation cancelling a previous sharp or flat / n. (craps) a first roll of 7 or 11 that immediately wins the stake
naturally	'nætʃәrәli	adv. 自然地, 以自然力, 天生地	r. as might be expected / r. according to nature; by natural means; without artificial help / r. through inherent nature
nature	'neitʃә	n. 自然, 大自然, 本性, 性格, 性质；自然, 大自然; 本性, 性能	n. the essential qualities or characteristics by which something is recognized / n. a causal agent creating and controlling things in the universe / n. the natural physical world including plants and animals and landscapes etc.
navajo	'nævәhәj	n. 纳瓦霍人（美国最大的印第安部落）	n a member of an Athapaskan people that migrated to Arizona and New Mexico and Utah / n the Athapaskan language spoken by the Navaho
naval	'neivl	a. 海军的, 军舰的, 有舰队的；海军的, 军舰的, 船的	a. connected with or belonging to or used in a navy
navigate	'nævigeit	vi. 航行；vt. 航行于, 驾驶, 操纵, 使通过	v. act as the navigator in a car, plane, or vessel and plan, direct, plot the path and position of the conveyance / v. direct carefully and safely
navy	'neivi	n. 海军, 海军人员, 海军军力, 烟蒂	n. an organization of military vessels belonging to a country and available for sea warfare
Nazi	'nɑ:tsi	n. 纳粹党人；a. 纳粹党的	n. a German member of Adolf Hitler's political party / n. derogatory term for a person who is fanatically dedicated to, or seeks to control, some activity, practice, etc. / a. relating to or consistent with or typical of the ideology and practice of Nazism or the Nazis
near	niә	a. 近的, 近亲的, 近似的；adv. 接近, 亲近；prep. 靠近, 近似于	a. not far distant in time or space or degree or circumstances / s. being on the left side / s. closely resembling the genuine article
nearby	'niәbai	a. 附近的, 近旁的；adv. 在附近, 近旁地；prep. 在...附近	s. close at hand / r. not far away in relative terms
nearest		a. 最近的（near的最高级）	r. (superlative of `near' or `close') within the shortest distance
nearly	'niәli	adv. 几乎, 密切地	r (of actions or states) slightly short of or not quite accomplished; all but / r in a close manner
neat	ni:t	a. 整洁的, 巧妙的, 匀称的, 简洁的；n. 牛	s. clean or organized / s. showing care in execution / s. free from what is tawdry or unbecoming
neatly	'ni:tli	adv. 整洁地, 干净地, 匀称地	r. with neatness
necessarily	'nesisәrili	adv. 必然地, 必须地, 必要地	r. in an essential manner / r. as a highly likely consequence
necessary	'nesisәri	a. 必要的；必然的；必需的	a. absolutely essential / s. unavoidably determined by prior circumstances
necessity	ni'sesәti	n. 需要, 必需品, 必然；必要性, 必然性, 必要	n. the condition of being essential or indispensable / n. anything indispensable
